"gender","name","score"
"f","nikia","0.012387"
"f","jailene","0.020400"
"f","dania","0.013043"
"f","sarina","0.013090"
"f","siena","0.020860"
"f","maryellen","0.014809"
"f","ricki","0.010200"
"f","maren","0.011786"
"f","jessica","1.095230"
"f","harriett","0.006833"
"f","molly","0.127128"
"f","dayanara","0.029971"
"f","jill","0.210663"
"f","amira","0.020842"
"f","princess","0.013748"
"f","shaniece","0.010300"
"f","anitra","0.021200"
"f","kristyn","0.016322"
"f","ayleen","0.013600"
"f","david","0.014379"
"f","ayanna","0.023261"
"f","serenity","0.077446"
"f","adrian","0.014842"
"f","austin","0.010550"
"f","anita","0.094047"
"f","coleen","0.015588"
"f","krystin","0.009733"
"f","shavon","0.013187"
"f","kaitlynn","0.030395"
"f","gisselle","0.025731"
"f","elyse","0.020644"
"f","justine","0.031427"
"f","justina","0.014012"
"f","lolita","0.013092"
"f","sharon","0.250924"
"f","brittnie","0.010200"
"f","natosha","0.008650"
"f","unknown","0.010775"
"f","deyanira","0.010200"
"f","hilary","0.031541"
"f","rylee","0.077556"
"f","lynnette","0.019170"
"f","britany","0.017282"
"f","shanna","0.038857"
"f","zaria","0.020643"
"f","missy","0.012307"
"f","carleen","0.007030"
"f","abbie","0.017509"
"f","nyah","0.019625"
"f","mariana","0.040403"
"f","greta","0.016179"
"f","mariann","0.007938"
"f","juli","0.012580"
"f","starr","0.011260"
"f","megan","0.446834"
"f","linette","0.007400"
"f","haven","0.019646"
"f","shanika","0.014512"
"f","joslyn","0.017256"
"f","roberta","0.056000"
"f","danyel","0.007850"
"f","iliana","0.014519"
"f","dafne","0.011300"
"f","aaron","0.008944"
"f","gaye","0.009483"
"f","alecia","0.013154"
"f","antionette","0.009878"
"f","riya","0.013033"
"f","leslie","0.212444"
"f","bev","0.005600"
"f","kellee","0.009450"
"f","shawna","0.054911"
"f","delores","0.027445"
"f","brylee","0.022660"
"f","bertha","0.020362"
"f","chelsie","0.032017"
"f","tessa","0.041214"
"f","alexa","0.114824"
"f","kelley","0.058665"
"f","deasia","0.011580"
"f","eryn","0.011344"
"f","lindy","0.010885"
"f","maritza","0.020640"
"f","lila","0.022100"
"f","dallas","0.018611"
"f","mia","0.122567"
"f","octavia","0.014268"
"f","krista","0.078110"
"f","carlee","0.018637"
"f","luisa","0.010038"
"f","kristi","0.100700"
"f","linda","0.332638"
"f","serina","0.009150"
"f","kesha","0.015077"
"f","lily","0.086697"
"f","tabatha","0.031263"
"f","hazel","0.020129"
"f","shatara","0.008600"
"f","deena","0.016904"
"f","phyllis","0.064096"
"f","taniyah","0.014986"
"f","sally","0.055214"
"f","kimber","0.010233"
"f","bree","0.011307"
"f","julisa","0.015300"
"f","brea","0.012267"
"f","tamiko","0.013833"
"f","claudine","0.014910"
"f","dena","0.039081"
"f","tamika","0.048181"
"f","danita","0.013163"
"f","catalina","0.014686"
"f","myrna","0.011735"
"f","charles","0.007200"
"f","kayley","0.016550"
"f","kaylee","0.163135"
"f","mikayla","0.102567"
"f","dorothy","0.067604"
"f","charlee","0.015800"
"f","perla","0.023161"
"f","cicely","0.014950"
"f","lilianna","0.015740"
"f","darby","0.017056"
"f","betsy","0.029878"
"f","tabetha","0.009920"
"f","avah","0.013800"
"f","aretha","0.013791"
"f","sylvia","0.067124"
"f","hope","0.064184"
"f","jacqueline","0.269340"
"f","daja","0.011400"
"f","lynn","0.114916"
"f","lela","0.008110"
"f","citlalli","0.015467"
"f","hailie","0.018400"
"f","tierra","0.028817"
"f","presley","0.028492"
"f","katharine","0.025726"
"f","jeannie","0.031613"
"f","abby","0.050026"
"f","jaime","0.063184"
"f","mercedes","0.032782"
"f","adelyn","0.026667"
"f","latesha","0.009350"
"f","krystle","0.050285"
"f","violet","0.023911"
"f","tiarra","0.009675"
"f","graciela","0.012347"
"f","marcela","0.010133"
"f","kayden","0.025629"
"f","tammie","0.064585"
"f","destiny","0.181486"
"f","luz","0.020766"
"f","tyra","0.018510"
"f","ashleigh","0.048244"
"f","marsha","0.055019"
"f","destini","0.016556"
"f","grisel","0.011300"
"f","madelyn","0.071017"
"f","leyla","0.015980"
"f","janet","0.151782"
"f","merri","0.007160"
"f","joy","0.072394"
"f","addie","0.009200"
"f","tamra","0.018634"
"f","martika","0.011800"
"f","joe","0.006200"
"f","belinda","0.058093"
"f","selene","0.010825"
"f","keely","0.013789"
"f","precious","0.025031"
"f","selena","0.040080"
"f","janel","0.015203"
"f","marty","0.006350"
"f","kinsley","0.021720"
"f","janell","0.014551"
"f","mindy","0.052000"
"f","olga","0.019022"
"f","marti","0.006900"
"f","april","0.245350"
"f","ciera","0.024329"
"f","mindi","0.011692"
"f","bristol","0.021600"
"f","marta","0.014848"
"f","caylee","0.045250"
"f","christel","0.009711"
"f","christen","0.017518"
"f","rebekah","0.068972"
"f","dominique","0.056902"
"f","karsyn","0.014200"
"f","annamarie","0.009237"
"f","denise","0.253366"
"f","brinley","0.017900"
"f","lorrie","0.031958"
"f","johana","0.014550"
"f","bryanna","0.035843"
"f","shameka","0.017444"
"f","silvia","0.016518"
"f","sara","0.324442"
"f","farah","0.010550"
"f","nellie","0.010911"
"f","rochelle","0.042228"
"f","tyler","0.028762"
"f","kanisha","0.011800"
"f","rhoda","0.009827"
"f","willa","0.006833"
"f","katelin","0.018143"
"f","trinity","0.110604"
"f","cheyenne","0.098020"
"f","selina","0.014902"
"f","jaden","0.041093"
"f","beatrice","0.019739"
"f","aubrey","0.067314"
"f","alexus","0.046047"
"f","mckinley","0.015500"
"f","kyrie","0.008900"
"f","adalynn","0.018550"
"f","aubree","0.022661"
"f","brittaney","0.013325"
"f","destany","0.010940"
"f","sanai","0.013600"
"f","tiara","0.037510"
"f","vicki","0.105289"
"f","halley","0.018000"
"f","madeleine","0.042867"
"f","vicky","0.039687"
"f","macey","0.020294"
"f","jeanette","0.065867"
"f","rashida","0.012133"
"f","salma","0.017838"
"f","fonda","0.007471"
"f","demi","0.016578"
"f","simone","0.020556"
"f","salena","0.010850"
"f","kylee","0.056424"
"f","ava","0.137978"
"f","kortney","0.012408"
"f","aiyana","0.018327"
"f","anjelica","0.011500"
"f","nelda","0.009217"
"f","mimi","0.007325"
"f","ina","0.007000"
"f","matthew","0.012333"
"f","verna","0.015164"
"f","eugenia","0.014580"
"f","paula","0.147422"
"f","malaya","0.015850"
"f","ashli","0.013677"
"f","kimberlee","0.020358"
"f","sade","0.023088"
"f","suzy","0.008175"
"f","samantha","0.583578"
"f","alanna","0.021647"
"f","devyn","0.014012"
"f","ashly","0.017411"
"f","xiomara","0.016000"
"f","jackeline","0.013120"
"f","jaclyn","0.075016"
"f","norah","0.029429"
"f","kimberley","0.049078"
"f","valeria","0.044688"
"f","ashley","0.916400"
"f","valerie","0.182272"
"f","dinah","0.009771"
"f","latoya","0.102979"
"f","emilee","0.031007"
"f","ashlee","0.062953"
"f","rocio","0.016321"
"f","ashlea","0.009540"
"f","shanon","0.011553"
"f","cristi","0.008486"
"f","madalynn","0.017589"
"f","carrie","0.171549"
"f","mechelle","0.012280"
"f","darian","0.025489"
"f","crista","0.008760"
"f","liliana","0.041487"
"f","kiley","0.023219"
"f","sofia","0.069117"
"f","cristy","0.015735"
"f","ethel","0.019325"
"f","lesa","0.025444"
"f","dakota","0.053830"
"f","laurel","0.025073"
"f","paul","0.006850"
"f","lauren","0.447964"
"f","trudi","0.007450"
"f","sky","0.012213"
"f","patricia","0.422676"
"f","nicki","0.009143"
"f","tawny","0.009200"
"f","ada","0.013718"
"f","maegan","0.017620"
"f","raven","0.051915"
"f","sonia","0.055020"
"f","ericka","0.029426"
"f","livia","0.013775"
"f","monique","0.084229"
"f","alisha","0.061276"
"f","kloe","0.013100"
"f","lavonne","0.009117"
"f","fernanda","0.027693"
"f","emma","0.261980"
"f","danelle","0.011914"
"f","samira","0.013075"
"f","kaylah","0.013923"
"f","candy","0.032048"
"f","darcy","0.023874"
"f","armani","0.014000"
"f","kennedi","0.020417"
"f","maira","0.011115"
"f","january","0.012775"
"f","alycia","0.013524"
"f","emmy","0.013867"
"f","candi","0.011474"
"f","tawana","0.014453"
"f","jaimee","0.010720"
"f","gillian","0.019021"
"f","shea","0.012826"
"f","delinda","0.006100"
"f","saige","0.014645"
"f","shaun","0.006640"
"f","jenilee","0.010600"
"f","shakira","0.014005"
"f","jeremy","0.008500"
"f","wendi","0.026596"
"f","wende","0.008100"
"f","madisen","0.015289"
"f","kinley","0.021450"
"f","dariana","0.013400"
"f","anabel","0.012113"
"f","wendy","0.231070"
"f","brigitte","0.011432"
"f","pepper","0.008500"
"f","jaylyn","0.014775"
"f","jaylene","0.016478"
"f","christiana","0.013606"
"f","camila","0.069285"
"f","francisca","0.008250"
"f","millicent","0.005850"
"f","kristin","0.192988"
"f","demetra","0.007433"
"f","kristie","0.054239"
"f","sheree","0.013472"
"f","iris","0.031022"
"f","addisyn","0.027175"
"f","treena","0.006900"
"f","asha","0.011277"
"f","francine","0.024721"
"f","kourtney","0.020113"
"f","angeles","0.012400"
"f","lakesha","0.023178"
"f","channing","0.017600"
"f","charley","0.013800"
"f","carolyn","0.151316"
"f","berenice","0.013869"
"f","catherine","0.250570"
"f","skyla","0.021383"
"f","raquel","0.044748"
"f","luna","0.029486"
"f","joyce","0.075956"
"f","sabra","0.006733"
"f","annabel","0.015340"
"f","dolores","0.028507"
"f","tamatha","0.015200"
"f","cassidy","0.078834"
"f","annette","0.091363"
"f","daniela","0.060230"
"f","annetta","0.007100"
"f","daniele","0.008133"
"f","ivory","0.009750"
"f","shani","0.009650"
"f","noel","0.011974"
"f","kandi","0.009000"
"f","shane","0.012267"
"f","shana","0.041481"
"f","caitlin","0.159471"
"f","adalyn","0.028567"
"f","treva","0.007677"
"f","kandy","0.008740"
"f","gail","0.082415"
"f","noelia","0.015125"
"f","kathie","0.012608"
"f","margo","0.015470"
"f","misty","0.116837"
"f","carmella","0.007455"
"f","farrah","0.029414"
"f","maranda","0.017971"
"f","mariel","0.010460"
"f","misti","0.019810"
"f","anaya","0.026430"
"f","jenny","0.077918"
"f","kiarra","0.014150"
"f","penny","0.103696"
"f","buffy","0.014536"
"f","jaiden","0.027636"
"f","erin","0.325754"
"f","maura","0.015955"
"f","camryn","0.067200"
"f","jessi","0.010700"
"f","jenni","0.009640"
"f","audrina","0.036500"
"f","mya","0.122054"
"f","karyn","0.020867"
"f","penni","0.006729"
"f","jenna","0.174328"
"f","jesse","0.015632"
"f","myrtle","0.007380"
"f","abigail","0.256314"
"f","germaine","0.006000"
"f","arianna","0.101428"
"f","shannon","0.320324"
"f","sharron","0.012900"
"f","shardae","0.010800"
"f","gemma","0.020800"
"f","jolette","0.012700"
"f","elsa","0.013798"
"f","star","0.009900"
"f","laisha","0.012833"
"f","rayna","0.013931"
"f","annabella","0.021544"
"f","june","0.031276"
"f","karolyn","0.006000"
"f","rayne","0.014250"
"f","annabelle","0.048233"
"f","margaret","0.212528"
"f","america","0.026583"
"f","reanna","0.012867"
"f","sheri","0.085667"
"f","kathi","0.015683"
"f","heidy","0.012933"
"f","jewel","0.014530"
"f","emery","0.027640"
"f","elaina","0.017516"
"f","torrie","0.009450"
"f","elaine","0.057686"
"f","elsie","0.012795"
"f","heidi","0.137620"
"f","imani","0.042385"
"f","wilma","0.019471"
"m","darryle","0.003243"
"m","trenton","0.046879"
"m","augustine","0.005072"
"m","khalil","0.024900"
"m","darryll","0.002967"
"m","aiden","0.263753"
"m","jeromy","0.009764"
"m","khalid","0.008585"
"m","andre","0.103144"
"m","fredric","0.004314"
"m","andra","0.004320"
"m","timmothy","0.005225"
"m","woody","0.003380"
"m","sanford","0.006507"
"m","pedro","0.061462"
"m","buddy","0.010759"
"m","marcos","0.039202"
"m","paris","0.006976"
"m","javen","0.008680"
"m","edward","0.379936"
"m","regan","0.003944"
"m","stanton","0.003689"
"m","dell","0.003286"
"m","wilfred","0.007542"
"m","jack","0.200664"
"m","jacob","0.725890"
"m","jace","0.035773"
"m","raymon","0.003200"
"m","herbert","0.035267"
"m","triston","0.025560"
"m","vincenzo","0.007690"
"m","lavern","0.003550"
"m","codie","0.008600"
"m","chet","0.006400"
"m","darrian","0.007714"
"m","francesco","0.005684"
"m","sammie","0.008257"
"m","rusty","0.018789"
"m","eldon","0.006444"
"m","demetrios","0.004125"
"m","enoch","0.003880"
"m","melvin","0.061040"
"m","willam","0.003000"
"m","jordon","0.019434"
"m","ruben","0.075148"
"m","ned","0.006725"
"m","monty","0.014613"
"m","maverick","0.012813"
"m","jayson","0.027872"
"m","deante","0.006460"
"m","marquise","0.014915"
"m","zack","0.009300"
"m","avery","0.031330"
"m","mel","0.003857"
"m","jasmine","0.007200"
"m","winfred","0.005486"
"m","drew","0.060026"
"m","tobin","0.005627"
"m","jarrod","0.033242"
"m","brooks","0.011340"
"m","geraldo","0.005800"
"m","gerry","0.010271"
"m","luther","0.014123"
"m","stevie","0.011485"
"m","delton","0.002850"
"m","aydin","0.013900"
"m","lashawn","0.005200"
"m","omar","0.076744"
"m","zakary","0.009871"
"m","joshua","1.121190"
"m","kieran","0.016889"
"m","reagan","0.010443"
"m","mitchel","0.009643"
"m","khari","0.007800"
"m","santino","0.013025"
"m","kamron","0.013483"
"m","sarah","0.005736"
"m","unnamed","0.005700"
"m","nicholaus","0.007178"
"m","immanuel","0.008817"
"m","cale","0.008323"
"m","mekhi","0.024033"
"m","oscar","0.099000"
"m","odell","0.005207"
"m","jordyn","0.011429"
"m","merle","0.006817"
"m","giovanny","0.011346"
"m","ward","0.010000"
"m","irvin","0.011069"
"m","jamar","0.017618"
"m","dylon","0.010053"
"m","lukas","0.028503"
"m","boyce","0.002900"
"m","grover","0.006227"
"m","henry","0.153078"
"m","cayden","0.061918"
"m","ernest","0.067626"
"m","jamal","0.034331"
"m","carmen","0.007267"
"m","omari","0.012213"
"m","dontae","0.007295"
"m","bennett","0.014918"
"m","micky","0.004100"
"m","charlton","0.004067"
"m","orion","0.015289"
"m","terance","0.003133"
"m","kraig","0.007427"
"m","santana","0.010200"
"m","skyler","0.049579"
"m","elbert","0.008991"
"m","ronnie","0.079182"
"m","gordon","0.034947"
"m","elizabeth","0.004513"
"m","jalen","0.084222"
"m","austen","0.013275"
"m","tyrin","0.006800"
"m","tyrik","0.008000"
"m","jemal","0.011200"
"m","adin","0.008500"
"m","royce","0.010387"
"m","vance","0.013094"
"m","danny","0.138864"
"m","tegan","0.009100"
"m","maximillian","0.009486"
"m","harley","0.016002"
"m","latrell","0.010067"
"m","amit","0.005689"
"m","seamus","0.010307"
"m","rolando","0.019368"
"m","lindsay","0.004710"
"m","jordy","0.010760"
"m","murray","0.007007"
"m","niko","0.008339"
"m","tayler","0.007683"
"m","vito","0.006496"
"m","jordi","0.009300"
"m","zachariah","0.027595"
"m","aedan","0.011900"
"m","ezequiel","0.012543"
"m","wilton","0.003400"
"m","matthias","0.011200"
"m","uriah","0.007317"
"m","denver","0.006147"
"m","hakim","0.005500"
"m","conner","0.078952"
"m","dereon","0.010133"
"m","bryson","0.042003"
"m","menachem","0.007878"
"m","destry","0.007400"
"m","cristofer","0.010300"
"m","eugene","0.069464"
"m","arnulfo","0.004327"
"m","laron","0.005557"
"m","enrico","0.003967"
"m","ernesto","0.031806"
"m","dickie","0.003325"
"m","gregorio","0.006410"
"m","vidal","0.007600"
"m","alex","0.197376"
"m","rocky","0.017762"
"m","nathen","0.008833"
"m","barton","0.007937"
"m","chuck","0.024310"
"m","alexis","0.050974"
"m","arron","0.009275"
"m","luca","0.033760"
"m","dustan","0.004600"
"m","deshaun","0.007591"
"m","carlos","0.222734"
"m","alec","0.044390"
"m","domenic","0.006296"
"m","edgardo","0.005675"
"m","allan","0.034074"
"m","elwood","0.004450"
"m","doug","0.035005"
"m","truman","0.005244"
"m","dewitt","0.003100"
"m","nicklaus","0.006137"
"m","dyllan","0.007380"
"m","mason","0.126540"
"m","daniel","1.349294"
"m","talen","0.009400"
"m","nasir","0.021879"
"m","kiel","0.011067"
"m","kip","0.009971"
"m","kaeden","0.012800"
"m","clarence","0.045424"
"m","hung","0.004700"
"m","ramon","0.048940"
"m","fred","0.049430"
"m","justyn","0.008492"
"m","tyshawn","0.008361"
"m","kiley","0.004300"
"m","jaydin","0.011117"
"m","tristin","0.022013"
"m","stewart","0.016597"
"m","rand","0.003100"
"m","nigel","0.012313"
"m","johnpaul","0.007108"
"m","grady","0.014246"
"m","zayne","0.009967"
"m","brock","0.033296"
"m","timothy","0.828874"
"m","jefferey","0.005620"
"m","koen","0.010667"
"m","reuben","0.012246"
"m","garry","0.021941"
"m","tom","0.053349"
"m","gilbert","0.041778"
"m","john","1.914386"
"m","tod","0.016720"
"m","kenton","0.006638"
"m","alonso","0.010792"
"m","albert","0.104000"
"m","jaheim","0.019650"
"m","devan","0.019948"
"m","nakia","0.025300"
"m","ahmed","0.012732"
"m","montel","0.007025"
"m","kenji","0.006100"
"m","matteo","0.013900"
"m","zander","0.038520"
"m","trey","0.033430"
"m","solomon","0.014524"
"m","stacey","0.019142"
"m","kinte","0.006100"
"m","jered","0.006894"
"m","boston","0.017000"
"m","brycen","0.015150"
"m","caleb","0.221091"
"m","jerel","0.005964"
"m","telly","0.013900"
"m","beckett","0.022350"
"m","giovanni","0.042293"
"m","ray","0.051122"
"m","maxx","0.010000"
"m","cesar","0.058580"
"m","corbin","0.035358"
"m","dequan","0.010070"
"m","rudolph","0.012524"
"m","brandon","0.710374"
"m","mariano","0.005468"
"m","derek","0.214960"
"m","teagan","0.013450"
"m","rasheed","0.006511"
"m","bruce","0.127010"
"m","tye","0.004040"
"m","waylon","0.010761"
"m","michale","0.003947"
"m","mario","0.110812"
"m","abe","0.002850"
"m","bradford","0.024770"
"m","don","0.047819"
"m","rogers","0.003480"
"m","roddy","0.003650"
"m","declan","0.030800"
"m","lyle","0.017250"
"m","akeem","0.013536"
"m","yoel","0.005667"
"m","kristen","0.004300"
"m","franklyn","0.003300"
"m","lewis","0.034302"
"m","sage","0.015058"
"m","koda","0.008600"
"m","gauge","0.011500"
"m","tavion","0.008350"
"m","tremaine","0.006060"
"m","ladarius","0.009967"
"m","claude","0.019062"
"m","aldo","0.009557"
"m","rico","0.010081"
"m","rick","0.048590"
"m","rich","0.008573"
"m","gideon","0.014217"
"m","jermaine","0.050777"
"m","devante","0.026617"
"m","brannon","0.005886"
"m","andrae","0.005740"
"m","christopher","1.925154"
"m","tammy","0.003886"
"m","daryle","0.004382"
"m","peyton","0.070533"
"m","earl","0.049777"
"m","gaige","0.010111"
"m","arlie","0.002800"
"m","jakobe","0.009633"
"m","tavian","0.008300"
"m","garett","0.006442"
"m","saul","0.026152"
"m","miguelangel","0.006900"
"m","mustafa","0.008333"
"m","julien","0.012825"
"m","kellan","0.014500"
"m","tommie","0.012162"
"m","keenan","0.014150"
"m","gunnar","0.017563"
"m","robby","0.013327"
"m","lucius","0.003067"
"m","jabari","0.009106"
"m","pete","0.015814"
"m","mitch","0.008631"
"m","melissa","0.005128"
"m","herb","0.003000"
"m","ira","0.016224"
"m","jamaal","0.015190"
"m","lamar","0.020314"
"m","kyree","0.007850"
"m","lupe","0.003857"
"m","buford","0.003320"
"m","vernon","0.037045"
"m","camren","0.014545"
"m","misael","0.011550"
"m","coy","0.005906"
"m","jeramiah","0.008250"
"m","dalvin","0.007100"
"m","edgar","0.069402"
"m","caiden","0.038144"
"m","braiden","0.015518"
"m","courtland","0.005500"
"m","brad","0.071369"
"m","donnell","0.012047"
"m","enzo","0.014571"
"m","darian","0.015436"
"m","sullivan","0.011250"
"m","josh","0.013178"
"m","quint","0.003600"
"m","karen","0.003767"
"m","quinn","0.022030"
"m","tony","0.163612"
"m","angel","0.161746"
"m","cyrus","0.010482"
"m","noel","0.026392"
"m","pernell","0.005725"
"m","basil","0.004327"
"m","preston","0.067034"
"m","riley","0.061516"
"m","yusuf","0.010137"
"m","michal","0.003200"
"m","davy","0.003200"
"m","dave","0.030235"
"m","mateo","0.040571"
"m","lionel","0.014631"
"m","mohammad","0.014748"
"m","remy","0.009600"
"m","neal","0.029856"
"m","micheal","0.099150"
"m","abdiel","0.010050"
"m","jerald","0.013968"
"m","jaleel","0.009450"
"m","jadiel","0.014850"
"m","eden","0.010750"
"m","toriano","0.005767"
"m","jackie","0.026857"
"m","jess","0.012684"
"m","keegan","0.034703"
"m","gianni","0.015923"
"m","roderic","0.003167"
"m","jame","0.003329"
"m","omarion","0.020650"
"m","jerry","0.204070"
"m","roland","0.026150"
"m","elliott","0.020770"
"m","juelz","0.009700"
"m","karim","0.005350"
"m","hank","0.006478"
"m","issac","0.014373"
"m","theodore","0.069660"
"m","everett","0.021808"
"m","quentin","0.029340"
"m","josef","0.007507"
"m","romello","0.007650"
"m","lyndon","0.009108"
"m","kim","0.019054"
"m","hans","0.010585"
"m","tyson","0.036009"
"m","kolton","0.015611"
"m","dylan","0.308220"
"m","lucas","0.142106"
"m","charlie","0.035874"
"m","jedediah","0.008256"
"m","kyle","0.448540"
"m","maximo","0.010314"
"m","reese","0.015752"
"m","jean","0.012548"
"m","spencer","0.091300"
"m","kash","0.014350"
"m","julio","0.047590"
"m","kale","0.011279"
"m","roderick","0.033556"
"m","anders","0.008500"
"m","campbell","0.008300"
"m","brennen","0.013470"
"m","mohamed","0.015103"
"m","nicolas","0.063854"
"m","jose","0.436124"
"m","eli","0.045324"
"m","hal","0.009137"
"m","cornell","0.008184"
"m","royal","0.003818"
"m","jules","0.002800"
"m","kalvin","0.005188"
"m","slade","0.010567"
"m","torrance","0.006373"
"m","thurman","0.005881"
"m","gregg","0.036039"
"m","giovani","0.012600"
"m","devaughn","0.006500"
"m","jadyn","0.011600"
"m","bobby","0.120416"
"m","trevin","0.007775"
"m","orlando","0.035834"
"m","benjiman","0.004400"
"m","amos","0.010609"
"m","sebastian","0.070526"
"m","lemuel","0.004400"
"m","dean","0.083168"
"m","maxie","0.002900"
"m","jarod","0.016162"
"m","jaron","0.013382"
"m","jennifer","0.009309"
"m","rodrick","0.009050"
"m","donald","0.360944"
"m","dorian","0.015194"
"m","jeffery","0.184232"
"m","cooper","0.069174"
"m","fidel","0.006653"
"m","tristen","0.044520"
"m","xander","0.042800"
"m","burl","0.002700"
"m","stefan","0.016347"
"m","burt","0.004677"
"m","cory","0.125688"
"m","malaki","0.010983"
"m","jadon","0.025908"
"m","tyree","0.014767"
"m","emilio","0.022818"
"m","tyrek","0.010800"
"m","aden","0.044900"
"m","jacques","0.007013"
"m","duke","0.004067"
"m","farrell","0.003367"
"m","tyrell","0.020532"
"m","maxwell","0.061070"
"m","marshall","0.039132"
"m","sergio","0.063522"
"m","damarion","0.015286"
"m","delvin","0.007250"
"m","aarav","0.011450"
"m","abel","0.025984"
"m","konner","0.012114"
"m","dimitri","0.011300"
"m","jeramy","0.009005"
"m","devontae","0.008050"
"m","malcom","0.006100"
"m","jaxon","0.059415"
"m","kamden","0.013683"
"m","anderson","0.010332"
"m","virgil","0.017297"
"m","ishmael","0.007025"
"m","trayvon","0.008033"
"m","yaakov","0.005350"
"m","aurelio","0.004469"
"m","kennith","0.007281"
"m","gil","0.004630"
"m","bert","0.010979"
"m","weldon","0.005031"
"m","jayvon","0.009067"
"m","maxim","0.010430"
"m","martez","0.006957"
"m","javon","0.019332"
"m","emil","0.005804"
"m","kylan","0.010673"
"m","gearld","0.003650"
"m","kameron","0.040258"
"m","crystal","0.004400"
"m","maximus","0.040430"
"m","donell","0.004284"
"m","seneca","0.007600"
"m","najee","0.007067"
"m","jaimie","0.004200"
"m","ezekiel","0.022661"
"m","eloy","0.005274"
"m","arnav","0.009186"
"m","octavius","0.005650"
"m","dwane","0.003778"
"m","esteban","0.021944"
"m","tyrique","0.009467"
"m","landon","0.081498"
"m","zane","0.027852"
"m","fitzgerald","0.004650"
"m","demonte","0.006200"
"m","tim","0.092854"
"m","rolf","0.003686"
"m","humberto","0.012508"
"m","glynn","0.003760"
"m","jeremey","0.006725"
"m","garland","0.008660"
"m","alfonzo","0.004074"
"m","cortez","0.009616"
"m","mervin","0.004655"
"m","taurus","0.006083"
"m","marcelino","0.003943"
"m","devon","0.062484"
"m","wardell","0.003100"
"m","loren","0.021533"
"m","mathew","0.063276"
"m","domingo","0.007824"
"m","torrence","0.004386"
"m","justus","0.012200"
"m","ryder","0.035500"
"m","damion","0.017615"
"m","chaim","0.007150"
"m","ron","0.029811"
"m","skip","0.003733"
"m","rob","0.015284"
"m","jaylan","0.011254"
"m","rod","0.014394"
"m","laura","0.003200"
"m","roy","0.095058"
"m","marion","0.014140"
"m","delbert","0.013152"
"m","dalton","0.071450"
"m","milo","0.013945"
"m","arman","0.007100"
"m","delmar","0.004200"
"m","gael","0.039900"
"m","brandin","0.005317"
"m","dewayne","0.020860"
"m","keifer","0.006200"
"m","daryn","0.003950"
"m","daryl","0.044264"
"m","tavares","0.007610"
"m","myles","0.022114"
"m","jerimiah","0.006960"
"m","jere","0.003217"
"m","ibrahim","0.012974"
"m","landyn","0.022900"
"m","rashawn","0.008221"
"m","jaylon","0.022113"
"m","valentin","0.007386"
"m","ollie","0.004400"
"m","gus","0.006400"
"m","guy","0.032517"
"m","brandyn","0.008837"
"m","ezra","0.015177"
"m","jaymes","0.006250"
"m","colin","0.095724"
"m","trent","0.043786"
"m","treyvon","0.007800"
"m","jaidyn","0.011160"
"m","jamison","0.014122"
"m","johathan","0.005338"
"m","elton","0.008561"
"m","elroy","0.003786"
"m","norris","0.006990"
"m","abdullah","0.009554"
"m","maximilian","0.016862"
"m","axel","0.027533"
"m","yadiel","0.010800"
"m","eliseo","0.005735"
"m","jamarion","0.024757"
"m","bo","0.009838"
"m","kody","0.028863"
"m","deric","0.005052"
"m","kenyatta","0.008227"
"m","cael","0.010175"
"m","shaquille","0.036700"
"m","derik","0.006785"
"m","easton","0.025840"
"m","benson","0.003900"
"m","terrence","0.047658"
"m","buck","0.004473"
"m","dusty","0.011100"
"m","cassius","0.007633"
"m","pasquale","0.004379"
"m","franklin","0.045670"
"m","paxton","0.014369"
"m","jammie","0.006838"
"m","bob","0.033729"
"m","hamza","0.011900"
"m","rafael","0.058598"
"m","jory","0.005400"
"m","nikhil","0.009508"
"m","aidan","0.201155"
"m","kyson","0.010200"
"m","terrill","0.005240"
"m","jameel","0.006000"
"m","angelo","0.038336"
"m","darnell","0.023080"
"m","layne","0.009767"
"m","russell","0.151054"
"m","hector","0.078364"
"m","ariel","0.016072"
"m","angela","0.004650"
"m","andy","0.060178"
"m","leopoldo","0.004400"
"m","kristian","0.017679"
"m","milford","0.003200"
"m","kerry","0.036998"
"m","casen","0.010800"
"m","savion","0.011242"
"m","casey","0.104532"
"m","brayden","0.137221"
"m","jayvion","0.009600"
"m","julius","0.026020"
"m","roscoe","0.005229"
"m","treyton","0.009300"
"m","jude","0.015808"
"m","judd","0.006269"
"m","kendrick","0.023267"
"m","terrell","0.028594"
"m","rufus","0.009638"
"m","darrien","0.006950"
"m","kenneth","0.542086"
"m","dashawn","0.013674"
"m","reynold","0.003100"
"m","winston","0.010658"
"m","carroll","0.008878"
"m","dennie","0.003100"
"m","galen","0.008851"
"m","hakeem","0.011300"
"m","adrain","0.004983"
"m","dennis","0.213922"
"m","clair","0.003180"
"m","reece","0.021113"
"m","sidney","0.021168"
"m","antoine","0.023910"
"m","oswaldo","0.012587"
"m","rubin","0.003300"
"m","savon","0.007967"
"m","beau","0.026848"
"m","coleman","0.011818"
"m","raynard","0.004787"
"m","josue","0.044621"
"m","jacquez","0.008300"
"m","max","0.062406"
"m","keshawn","0.013814"
"m","mac","0.004037"
"m","jaxson","0.032736"
"m","rickey","0.032756"
"m","damarcus","0.006200"
"m","johnson","0.004800"
"m","jair","0.013970"
"m","irwin","0.003500"
"m","benny","0.016096"
"m","zayden","0.022725"
