"gender","name","score"
"f","brionna","0.012609"
"f","lita","0.006500"
"f","pam","0.065600"
"f","jeffrey","0.006967"
"f","kadence","0.036629"
"f","shanelle","0.009550"
"f","latrice","0.016465"
"f","josette","0.015229"
"f","deidre","0.018774"
"f","lisette","0.010590"
"f","loreen","0.006100"
"f","mayra","0.036488"
"f","renada","0.013500"
"f","kerrie","0.014304"
"f","mikalah","0.015900"
"f","alfreda","0.009400"
"f","antonette","0.006700"
"f","summer","0.083726"
"f","haylee","0.051863"
"f","frankie","0.011673"
"f","jaslene","0.029067"
"f","toby","0.010100"
"f","alissa","0.040675"
"f","roxane","0.010100"
"f","jaliyah","0.019287"
"f","roxana","0.013500"
"f","roxann","0.011850"
"f","tobi","0.009150"
"f","hayley","0.065991"
"f","leta","0.006350"
"f","kimberli","0.008050"
"f","bryn","0.012050"
"f","twyla","0.007650"
"f","bridgette","0.025119"
"f","rosa","0.061540"
"f","tonya","0.172418"
"f","kimberly","0.844500"
"f","jaelynn","0.022140"
"f","iridian","0.011100"
"f","xena","0.014500"
"f","annemarie","0.012669"
"f","ami","0.013832"
"f","abbigail","0.024833"
"f","zion","0.018700"
"f","jannie","0.006600"
"f","kirby","0.013550"
"f","catrina","0.016407"
"f","jimena","0.030700"
"f","virginia","0.091798"
"f","amy","0.701924"
"f","dara","0.013588"
"f","rebecca","0.576686"
"f","kyara","0.011700"
"f","katherin","0.013900"
"f","christina","0.472034"
"f","patrica","0.011721"
"f","christine","0.389314"
"f","patrice","0.031908"
"f","britny","0.014050"
"f","miracle","0.026020"
"f","lylah","0.016800"
"f","taja","0.013400"
"f","rachael","0.080614"
"f","halie","0.018294"
"f","jazmyn","0.017582"
"f","beverly","0.089260"
"f","tess","0.018837"
"f","kamya","0.013800"
"f","karrie","0.016858"
"f","karissa","0.026152"
"f","lorene","0.011718"
"f","britt","0.008000"
"f","lucero","0.013608"
"f","cristine","0.006400"
"f","dionne","0.022521"
"f","joan","0.073924"
"f","cristina","0.050266"
"f","jamya","0.018111"
"f","regina","0.110200"
"f","cydney","0.011017"
"f","charleen","0.006250"
"f","qiana","0.015500"
"f","ellie","0.055578"
"f","nicole","0.618326"
"f","kacy","0.008762"
"f","willie","0.016400"
"f","ainsley","0.034078"
"f","brigid","0.006250"
"f","vivian","0.048568"
"f","angella","0.008250"
"f","kelis","0.013100"
"f","shayna","0.021494"
"f","venita","0.009367"
"f","shaquana","0.010300"
"f","josie","0.024172"
"f","bianca","0.086668"
"f","payton","0.084411"
"f","tarah","0.011383"
"f","natalee","0.023200"
"f","alexia","0.057264"
"f","brittany","0.465179"
"f","journey","0.016910"
"f","marisela","0.013350"
"f","mamie","0.009700"
"f","brittani","0.033862"
"f","litzy","0.023833"
"f","amber","0.383140"
"f","clarice","0.007340"
"f","kalie","0.011320"
"f","mari","0.012006"
"f","penelope","0.020048"
"f","marjorie","0.029237"
"f","charla","0.010076"
"f","janiyah","0.033786"
"f","louann","0.008067"
"f","adison","0.017067"
"f","kindra","0.008800"
"f","leisha","0.006325"
"f","diya","0.013500"
"f","shelly","0.109897"
"f","liana","0.013793"
"f","liane","0.006900"
"f","lou","0.014392"
"f","racquel","0.009071"
"f","valencia","0.010764"
"f","dayana","0.021817"
"f","tiffany","0.374654"
"f","joanie","0.007657"
"f","jacquelyn","0.050344"
"f","delilah","0.019116"
"f","haley","0.213400"
"f","jerrie","0.006000"
"f","jazlene","0.016400"
"f","suzette","0.025479"
"f","keira","0.077100"
"f","adriene","0.006550"
"f","khloe","0.071700"
"f","jayla","0.077933"
"f","jaylynn","0.020600"
"f","marni","0.009645"
"f","lorelei","0.015613"
"f","emelia","0.014500"
"f","chrissy","0.022750"
"f","laverne","0.015642"
"f","adriane","0.010583"
"f","shauna","0.033635"
"f","kaycee","0.011483"
"f","adriana","0.073494"
"f","glenda","0.045563"
"f","mallory","0.086859"
"f","taylor","0.463965"
"f","alethea","0.016750"
"f","roselyn","0.016686"
"f","shanita","0.009550"
"f","elisha","0.018897"
"f","johnna","0.012030"
"f","angelica","0.085438"
"f","emmalee","0.017182"
"f","lashonda","0.021164"
"f","letha","0.008575"
"f","heather","0.581004"
"f","vickie","0.087452"
"f","zelda","0.007212"
"f","djuna","0.010100"
"f","tawanna","0.010550"
"f","brandi","0.131874"
"f","desirae","0.017842"
"f","terri","0.132561"
"f","miriah","0.009900"
"f","miriam","0.045814"
"f","brande","0.011100"
"f","terra","0.023730"
"f","brandy","0.143837"
"f","ieshia","0.014400"
"f","amiah","0.013250"
"f","terry","0.068619"
"f","chris","0.039383"
"f","julianne","0.022260"
"f","rosalyn","0.012500"
"f","domonique","0.014569"
"f","natalie","0.274428"
"f","natalia","0.054974"
"f","odalys","0.012571"
"f","mireya","0.015546"
"f","corey","0.015069"
"f","baylee","0.039307"
"f","charmaine","0.013444"
"f","kaylynn","0.017367"
"f","edwina","0.011410"
"f","carlie","0.020779"
"f","kacie","0.019996"
"f","donita","0.007238"
"f","laci","0.016916"
"f","nikita","0.016483"
"f","blanche","0.007540"
"f","kaelyn","0.026493"
"f","zina","0.019383"
"f","cameron","0.034810"
"f","lacy","0.028661"
"f","kimora","0.035150"
"f","makaila","0.013588"
"f","analia","0.049700"
"f","emily","0.676044"
"f","jessie","0.037580"
"f","myla","0.018840"
"f","kandice","0.013214"
"f","elianna","0.015600"
"f","daniella","0.030937"
"f","nora","0.039272"
"f","danielle","0.380728"
"f","alberta","0.012173"
"f","esther","0.049472"
"f","candis","0.011150"
"f","jensen","0.010500"
"f","billie","0.035366"
"f","vera","0.020032"
"f","candida","0.010383"
"f","elena","0.043412"
"f","zoey","0.076533"
"f","chasity","0.032776"
"f","heaven","0.040140"
"f","shania","0.043313"
"f","alma","0.030252"
"f","carlene","0.011792"
"f","lillie","0.019907"
"f","yasmin","0.027570"
"f","saniyah","0.021717"
"f","blanca","0.021983"
"f","lisa","0.954174"
"f","venessa","0.010662"
"f","lise","0.006500"
"f","charlize","0.016150"
"f","magdalena","0.010836"
"f","maggie","0.042628"
"f","alena","0.015732"
"f","gayle","0.032055"
"f","nichol","0.010017"
"f","robyn","0.060436"
"f","nautica","0.011533"
"f","cornelia","0.007567"
"f","alaya","0.014900"
"f","naima","0.014100"
"f","reina","0.012444"
"f","sue","0.056136"
"f","richard","0.008094"
"f","saundra","0.014427"
"f","aiyanna","0.013800"
"f","tanya","0.119484"
"f","leia","0.012700"
"f","deborah","0.277098"
"f","maryam","0.012783"
"f","lavonda","0.006900"
"f","jacquline","0.012858"
"f","christian","0.022903"
"f","christi","0.033123"
"f","therese","0.022148"
"f","shante","0.013506"
"f","jasmyn","0.012650"
"f","theresa","0.190130"
"f","christa","0.036096"
"f","mckenzie","0.076227"
"f","christy","0.113573"
"f","aliana","0.014567"
"f","kadijah","0.020450"
"f","starla","0.009780"
"f","cathi","0.007233"
"f","jackie","0.063595"
"f","stella","0.028162"
"f","jaycie","0.010400"
"f","delphine","0.008000"
"f","richelle","0.011304"
"f","rory","0.013000"
"f","cristen","0.008400"
"f","cathy","0.114216"
"f","lilyana","0.022000"
"f","brielle","0.024163"
"f","myra","0.021627"
"f","janna","0.016594"
"f","alexandria","0.103556"
"f","toya","0.011544"
"f","jaylen","0.014600"
"f","jaylee","0.017667"
"f","letitia","0.013930"
"f","sydnie","0.013950"
"f","delois","0.006700"
"f","aimee","0.054378"
"f","florence","0.018973"
"f","mylie","0.015900"
"f","jayme","0.017890"
"f","tonda","0.006625"
"f","pearl","0.011096"
"f","yasmeen","0.012600"
"f","mirna","0.007800"
"f","evelyn","0.102940"
"f","rhea","0.008600"
"f","brandee","0.012571"
"f","beatriz","0.015128"
"f","brisa","0.021470"
"f","markita","0.008600"
"f","diamond","0.060892"
"f","freda","0.012269"
"f","ramona","0.039621"
"f","joselin","0.016300"
"f","nohely","0.011000"
"f","mira","0.013575"
"f","yolanda","0.094458"
"f","juliette","0.015160"
"f","renea","0.007410"
"f","kendra","0.089522"
"f","allisson","0.030600"
"f","arabella","0.023240"
"f","nona","0.006760"
"f","miesha","0.009200"
"f","georgina","0.011491"
"f","nina","0.059574"
"f","aubrie","0.021300"
"f","morgan","0.280244"
"f","cathryn","0.010017"
"f","deb","0.008300"
"f","leola","0.005700"
"f","alyssa","0.291636"
"f","shari","0.053835"
"f","shara","0.009846"
"f","renata","0.018500"
"f","autumn","0.110932"
"f","cherilyn","0.009150"
"f","celine","0.016592"
"f","cherie","0.033868"
"f","jeanie","0.013587"
"f","dasia","0.014270"
"f","janiya","0.032630"
"f","breonna","0.012518"
"f","khadijah","0.030360"
"f","kecia","0.012575"
"f","latarsha","0.009783"
"f","alyson","0.025071"
"f","jalisa","0.021322"
"f","latifah","0.013550"
"f","paloma","0.013480"
"f","delaney","0.064179"
"f","dannielle","0.009300"
"f","maddison","0.031606"
"f","bryana","0.012492"
"f","latoyia","0.009300"
"f","cortney","0.030622"
"f","daisy","0.060280"
"f","brett","0.009500"
"f","rosanne","0.012569"
"f","justin","0.011150"
"f","rosanna","0.012670"
"f","jerilyn","0.006550"
"f","vivienne","0.028000"
"f","jodie","0.034008"
"f","susan","0.456336"
"f","chante","0.012550"
"f","lashanda","0.013460"
"f","kirstie","0.018983"
"f","kirstin","0.011845"
"f","infant","0.015138"
"f","leigh","0.050173"
"f","essence","0.017456"
"f","carmela","0.010259"
"f","ashanti","0.023461"
"f","jamiya","0.012800"
"f","logan","0.039818"
"f","shellie","0.017245"
"f","muriel","0.008100"
"f","bria","0.026111"
"f","cammie","0.007650"
"f","leanne","0.029290"
"f","melisa","0.021357"
"f","beyonce","0.017800"
"f","rylan","0.016100"
"f","abbey","0.023622"
"f","brittnee","0.012380"
"f","leticia","0.040551"
"f","brittney","0.132074"
"f","mable","0.006700"
"f","dolly","0.007920"
"f","katelynn","0.052183"
"f","kasandra","0.015365"
"f","tomika","0.012344"
"f","ally","0.022033"
"f","lacey","0.066731"
"f","susana","0.018015"
"f","shaquita","0.009550"
"f","denine","0.006800"
"f","tamisha","0.007800"
"f","hunter","0.033783"
"f","katheryn","0.008611"
"f","rosalind","0.021353"
"f","olivia","0.260152"
"f","casie","0.011258"
"f","kaleigh","0.026850"
"f","sharonda","0.012790"
"f","bernadette","0.033847"
"f","kaci","0.013200"
"f","robbie","0.015293"
"f","kasey","0.038948"
"f","robbin","0.016150"
"f","alyce","0.005800"
"f","eleanor","0.028490"
"f","chandra","0.025761"
"f","eva","0.062232"
"f","corina","0.016105"
"f","alaina","0.037416"
"f","shawnna","0.008800"
"f","khalilah","0.010600"
"f","marybeth","0.016579"
"f","rachelle","0.036343"
"f","meagan","0.061035"
"f","kenisha","0.011757"
"f","mackenzie","0.140497"
"f","katrina","0.102282"
"f","kamora","0.013900"
"f","tiffani","0.022188"
"f","lola","0.022315"
"f","marcie","0.022533"
"f","marcia","0.052318"
"f","lizeth","0.014883"
"f","robert","0.014366"
"f","latanya","0.018519"
"f","hayden","0.044908"
"f","adelynn","0.016400"
"f","adeline","0.026509"
"f","brynlee","0.018000"
"f","deidra","0.013347"
"f","kaydence","0.044057"
"f","samatha","0.010833"
"f","johnnie","0.012643"
"f","rikki","0.011767"
"f","kathrine","0.010664"
"f","shantell","0.009150"
"f","lissette","0.010443"
"f","debby","0.018322"
"f","giuliana","0.016633"
"f","lesia","0.011000"
"f","sondra","0.020389"
"f","deja","0.032405"
"f","debbi","0.008020"
"f","kailyn","0.022359"
"f","dina","0.034437"
"f","valentina","0.027331"
"f","kaylyn","0.019322"
"f","dona","0.011436"
"f","alexandr","0.015100"
"f","evonne","0.006500"
"f","kierra","0.030723"
"f","kailee","0.021400"
"f","deanne","0.021075"
"f","imelda","0.008500"
"f","deanna","0.110250"
"f","leighton","0.021500"
"f","jacquelin","0.007833"
"f","breanne","0.019936"
"f","jayden","0.059958"
"f","breanna","0.123658"
"f","shawanda","0.009857"
"f","kailey","0.042157"
"f","antonia","0.017526"
"f","norma","0.053488"
"f","jamie","0.273780"
"f","shavonne","0.010900"
"f","jordan","0.188934"
"f","ernestine","0.013677"
"f","grace","0.181776"
"f","alesia","0.017510"
"f","karon","0.008117"
"f","karol","0.010240"
"f","kianna","0.017260"
"f","maricela","0.014511"
"f","amiyah","0.023643"
"f","nathalia","0.015150"
"f","nathalie","0.019589"
"f","lourdes","0.012890"
"f","caitlyn","0.086204"
"f","dana","0.180944"
"f","kisha","0.020313"
"f","mickey","0.005900"
"f","charlotte","0.083458"
"f","shalon","0.010200"
"f","noelle","0.026637"
"f","gale","0.014691"
"f","kara","0.098802"
"f","fiona","0.030684"
"f","kari","0.070930"
"f","melva","0.006300"
"f","kelcie","0.010367"
"f","lia","0.015958"
"f","shelby","0.123638"
"f","malorie","0.010700"
"f","sherri","0.113458"
"f","ryleigh","0.037773"
"f","kaleena","0.017000"
"f","averie","0.015467"
"f","bobbie","0.042026"
"f","shelbi","0.017460"
"f","sherry","0.186556"
"f","giselle","0.050459"
"f","liz","0.017280"
"f","kendal","0.015273"
"f","tanika","0.014500"
"f","portia","0.009047"
"f","cherelle","0.009600"
"f","serena","0.034118"
"f","ronna","0.007200"
"f","mendy","0.009500"
"f","macy","0.050250"
"f","brooklyn","0.111935"
"f","janay","0.015420"
"f","sandra","0.330290"
"f","daphne","0.023728"
"f","kay","0.033292"
"f","anjanette","0.010862"
"f","maci","0.018838"
"f","lyndsey","0.024404"
"f","deana","0.030188"
"f","jayne","0.022256"
"f","deann","0.018483"
"f","iyana","0.013437"
"f","clarisa","0.016500"
"f","aliya","0.017836"
"f","kalyn","0.013182"
"f","thomas","0.007056"
"f","bernadine","0.009756"
"f","juliann","0.007409"
"f","frances","0.059108"
"f","cloe","0.013400"
"f","juliana","0.035970"
"f","keila","0.011000"
"f","baylie","0.010300"
"f","yadira","0.016397"
"f","leandra","0.011182"
"f","naomi","0.064876"
"f","melody","0.063938"
"f","kinsey","0.011854"
"f","randi","0.029505"
"f","ciarra","0.010400"
"f","justice","0.032262"
"f","brigette","0.008485"
"f","shyanne","0.020812"
"f","chiquita","0.012358"
"f","hayleigh","0.012940"
"f","savannah","0.219993"
"f","randy","0.006680"
"f","grecia","0.008700"
"f","nyla","0.034178"
"f","christal","0.014175"
"f","kaley","0.022292"
"f","tricia","0.060871"
"f","alicia","0.211410"
"f","sunny","0.012280"
"f","madelynn","0.026315"
"f","estrella","0.028423"
"f","twila","0.009973"
"f","suzie","0.007240"
"f","jeanna","0.011814"
"f","catina","0.041380"
"f","jeanne","0.061097"
"f","karyme","0.012500"
"f","jasmyne","0.009500"
"f","carlotta","0.005600"
"f","brittanie","0.015467"
"f","maryjane","0.010122"
"f","denisha","0.012167"
"f","river","0.013800"
"f","sanaa","0.018971"
"f","shiloh","0.021600"
"f","stefanie","0.047198"
"f","jade","0.084917"
"f","esmeralda","0.037484"
"f","jada","0.065520"
"f","kylie","0.118672"
"f","barb","0.015983"
"f","reba","0.011822"
"f","angie","0.048828"
"f","allie","0.038750"
"f","tatiana","0.046770"
"f","angeline","0.010542"
"f","braelyn","0.022325"
"f","jasmin","0.055692"
"f","rita","0.067065"
"f","saniya","0.024629"
"f","paisley","0.030825"
"f","rosie","0.017435"
"f","tristan","0.012010"
"f","mikaila","0.012000"
"f","brynn","0.024955"
"f","catharine","0.006160"
"f","ciji","0.010950"
"f","kimberely","0.006860"
"f","natalya","0.014286"
"f","vickey","0.009811"
"f","marilyn","0.054768"
"f","sharla","0.010195"
"f","jocelyn","0.077876"
"f","opal","0.006400"
"f","ashlie","0.020295"
"f","patti","0.050841"
"f","rhianna","0.016360"
"f","annie","0.042986"
"f","rose","0.075564"
"f","danette","0.019345"
"f","janessa","0.017768"
"f","nataly","0.021820"
"f","patty","0.056711"
"f","marilee","0.007200"
"f","danyell","0.008600"
"f","celeste","0.040324"
"f","darlene","0.078705"
"f","brianda","0.013200"
"f","lauryn","0.031174"
"f","izabella","0.045109"
"f","chaka","0.009400"
"f","izabelle","0.013150"
"f","alesha","0.012495"
"f","devin","0.027029"
"f","karli","0.016774"
"f","tanisha","0.032724"
"f","alisson","0.021300"
"f","rianna","0.012300"
"f","karla","0.071720"
"f","cielo","0.012650"
"f","audrianna","0.012900"
"f","karly","0.015635"
"f","ireland","0.014029"
"f","mina","0.013757"
"f","meaghan","0.025592"
"f","joselyn","0.028183"
"f","stephaine","0.008975"
"f","bridgett","0.016991"
"f","chandler","0.023509"
"f","tamera","0.018197"
"f","kathy","0.148861"
"f","addison","0.165612"
"f","gay","0.017530"
"f","neha","0.011000"
"f","trudy","0.022932"
"f","tracie","0.053138"
"f","anthony","0.008700"
"f","katherine","0.389422"
"f","whitney","0.099977"
"f","aileen","0.016230"
"f","georgia","0.029978"
"f","areli","0.013614"
"f","patsy","0.027356"
"f","mikaela","0.030510"
"f","luanne","0.012020"
"f","vernita","0.005900"
"f","luciana","0.016814"
"f","robin","0.237838"
"f","alize","0.014909"
"f","aliza","0.015190"
"f","lynette","0.038969"
"f","sharita","0.008800"
"f","brittny","0.014043"
"f","leann","0.023463"
"f","fannie","0.008663"
"f","brittni","0.021408"
"f","chase","0.011600"
"f","eliana","0.033260"
"f","salina","0.011117"
"f","elana","0.006600"
"f","latonya","0.038406"
"f","shay","0.008000"
"f","shira","0.008400"
"f","marcella","0.020555"
"f","viola","0.012723"
"f","shae","0.011700"
"f","ester","0.007017"
"f","nakita","0.013200"
"f","ruth","0.081768"
"f","shirl","0.009150"
"f","cinnamon","0.011400"
"f","allyson","0.043122"
"f","akira","0.015700"
"f","blair","0.020443"
"f","jesica","0.010327"
"f","joleen","0.009043"
"f","makala","0.012867"
"f","jaleesa","0.021600"
"f","mavis","0.007000"
"f","staci","0.039991"
"f","casandra","0.018103"
"f","doreen","0.048340"
"f","kelli","0.088260"
"f","chana","0.011162"
"f","nola","0.009129"
"f","falon","0.009433"
"f","somer","0.009300"
"f","corinne","0.024448"
"f","corinna","0.009542"
"f","lawanda","0.018688"
"f","kelly","0.497200"
"f","leona","0.015139"
"f","earlene","0.006850"
"f","ayana","0.015045"
"f","alyvia","0.014133"
"f","makayla","0.178705"
"f","miah","0.015756"
"f","chanelle","0.009983"
"f","brandon","0.012475"
"f","shaina","0.024089"
"f","adrienne","0.053244"
"f","jocelyne","0.017420"
"f","melinda","0.135044"
"f","sydnee","0.018375"
"f","alysia","0.012572"
"f","jocelynn","0.015567"
"f","andria","0.011546"
"f","shyann","0.014827"
"f","sydney","0.192861"
"f","courtney","0.276388"
"f","lisha","0.009475"
"f","maeve","0.018538"
"f","rebeca","0.012971"
"f","lashunda","0.008700"
"f","minerva","0.008183"
"f","marci","0.023388"
"f","trista","0.018379"
"f","lilian","0.024769"
"f","angelita","0.008781"
"f","neveah","0.013525"
"f","eric","0.008293"
"f","monika","0.010808"
"f","amara","0.021040"
"f","mariah","0.119739"
"f","sienna","0.040420"
"f","jenelle","0.012064"
"f","marlie","0.014850"
"f","mariam","0.016589"
"f","marian","0.019318"
"f","moira","0.006700"
"f","sebrina","0.007150"
"f","kennedy","0.111675"
"f","lucretia","0.009078"
"f","donna","0.313819"
"f","alexandra","0.206070"
"f","amaris","0.013167"
"f","shaylee","0.014677"
"f","spring","0.011620"
"f","erma","0.009750"
"f","kasie","0.010029"
"f","kaliyah","0.018000"
"f","gracie","0.061996"
"f","jimmie","0.006233"
"f","ursula","0.014783"
"f","debra","0.275013"
"f","janae","0.020068"
"f","lara","0.029227"
"f","anne","0.127780"
"f","anna","0.319938"
"f","shena","0.009533"
"f","jerrica","0.014500"
"f","kelsey","0.211100"
"f","laken","0.010800"
"f","kelsea","0.017160"
"f","annalise","0.017650"
"f","caron","0.005600"
"f","carol","0.171730"
"f","faith","0.090402"
"f","delisa","0.007100"
"f","jaquelin","0.012767"
"f","ida","0.020664"
"f","jazlynn","0.019200"
"f","kassie","0.012623"
"f","rhiannon","0.020431"
"f","elvira","0.008932"
"f","daisha","0.013500"
"f","jonna","0.008160"
"f","joelle","0.012921"
"f","paulina","0.026541"
"f","aliyah","0.062737"
"f","jannette","0.005850"
"f","steven","0.006760"
"f","katia","0.012520"
"f","alison","0.102274"
"f","katie","0.185464"
"f","loni","0.012633"
"f","leisa","0.013091"
"f","isabela","0.024827"
"f","latasha","0.060711"
"f","kathleen","0.258680"
"f","isabell","0.015450"
"f","kyra","0.040688"
"f","cassondra","0.011160"
"f","laila","0.070590"
"f","lexi","0.034729"
"f","lakendra","0.009150"
"f","arly","0.012300"
"f","melodie","0.010406"
"f","itzel","0.028882"
"f","paityn","0.017500"
"f","tabitha","0.067030"
"f","shaunna","0.010100"
"f","citlali","0.012350"
"f","lydia","0.076452"
"f","cecile","0.006325"
"f","karlie","0.017768"
"f","amberly","0.008950"
"f","violeta","0.008700"
"f","kamari","0.014200"
"f","lina","0.011880"
"f","jacki","0.006925"
"f","fay","0.009522"
"f","dejah","0.013325"
"f","kellie","0.059593"
"f","caydence","0.014800"
"f","dalia","0.016107"
"f","paola","0.032778"
"f","kenley","0.017400"
"f","erica","0.243598"
"f","velma","0.016221"
"f","keanna","0.010800"
"f","chelsea","0.187149"
"f","georgette","0.009961"
"f","alyssia","0.010667"
"f","elliana","0.020780"
"f","elizabet","0.022300"
"f","ashtyn","0.012600"
"f","kathryn","0.232838"
"f","scarlet","0.020400"
"f","siobhan","0.012578"
"f","lyn","0.009360"
"f","makenna","0.053869"
"f","sommer","0.015033"
"f","tomeka","0.015970"
"f","tara","0.188846"
"f","ivonne","0.010800"
"f","nan","0.007033"
"f","ellen","0.077402"
"f","adyson","0.019875"
"f","kaylene","0.009900"
"f","raina","0.011890"
"f","kira","0.035505"
"f","finley","0.018700"
"f","dale","0.014475"
"f","lena","0.026630"
"f","kori","0.012721"
"f","aleah","0.018513"
"f","shanequa","0.012800"
"f","akeelah","0.019200"
"f","janelle","0.044538"
"f","lucia","0.021242"
"f","william","0.010239"
"f","tianna","0.020574"
"f","ryann","0.014571"
"f","crissy","0.013633"
"f","lana","0.028200"
"f","geraldine","0.033180"
"f","chynna","0.011567"
"f","lani","0.007800"
"f","samiyah","0.013200"
"f","karma","0.015860"
"f","kaylie","0.033032"
"f","sallie","0.011830"
"f","ashton","0.040650"
"f","kristen","0.230598"
"f","kaylin","0.027422"
"f","shona","0.008000"
"f","ansley","0.017350"
"f","katy","0.017898"
"f","jason","0.014719"
"f","aylin","0.018433"
"f","cynthia","0.394978"
"f","hilda","0.015774"
"f","kati","0.011383"
"f","windy","0.013471"
"f","torie","0.008300"
"f","adilene","0.009700"
"f","maiya","0.010700"
"f","kate","0.053512"
"f","cody","0.010892"
"f","rhonda","0.222649"
"f","syreeta","0.012117"
"f","tyesha","0.010327"
"f","aria","0.020430"
"f","amelie","0.016929"
"f","afton","0.010150"
"f","celia","0.018292"
"f","lilly","0.048145"
"f","scarlett","0.026555"
"f","consuela","0.008250"
"f","nichole","0.082946"
"f","eloise","0.009029"
"f","sherrill","0.007040"
"f","kizzy","0.037067"
"f","sage","0.028512"
"f","peyton","0.096094"
"f","gina","0.152182"
"f","kitty","0.009643"
"f","wanda","0.111413"
"f","consuelo","0.010188"
"f","carmelita","0.008500"
"f","annika","0.036213"
"f","felicity","0.022967"
"f","maryanne","0.013080"
"f","machelle","0.008027"
"f","libby","0.012076"
"f","harlow","0.014900"
"f","lynda","0.042593"
"f","moesha","0.016650"
"f","michael","0.024300"
"f","eve","0.015830"
"f","ryan","0.026275"
"f","alia","0.013414"
"f","abigale","0.013420"
"f","keena","0.009400"
"f","barbara","0.250998"
"f","jazlyn","0.023529"
"f","joey","0.011250"
"f","claudia","0.070076"
"f","cheyanne","0.032116"
"f","evette","0.009393"
"f","carly","0.076695"
"f","leeann","0.014286"
"f","carla","0.113356"
"f","elise","0.039756"
"f","carli","0.015033"
"f","elisa","0.032186"
"f","montana","0.018100"
"f","kris","0.029663"
"f","mollie","0.016810"
"f","maryjo","0.010436"
"f","piper","0.055845"
"f","skylar","0.077295"
"f","amirah","0.016033"
"f","susanne","0.023742"
"f","nicholas","0.008467"
"f","ginny","0.008739"
"f","susanna","0.012800"
"f","lea","0.022560"
"f","lee","0.042084"
"f","desiree","0.079820"
"f","peggy","0.090633"
"f","ashlyn","0.071033"
"f","payten","0.014550"
"f","astrid","0.011425"
"f","dwan","0.009700"
"f","ruthie","0.009488"
"f","micah","0.014583"
"f","alysha","0.019441"
"f","dyan","0.007000"
"f","corie","0.008600"
"f","stephanie","0.734298"
"f","gena","0.018165"
"f","sheila","0.135455"
"f","melina","0.017283"
"f","clare","0.016846"
"f","shreya","0.013950"
"f","clara","0.033454"
"f","danika","0.019756"
"f","kristine","0.085216"
"f","kristina","0.140474"
"f","savanah","0.019861"
"f","denice","0.014813"
"f","rihanna","0.039275"
"f","francis","0.008045"
"f","lesly","0.031833"
"f","latricia","0.010969"
"f","geri","0.011923"
"f","inez","0.009369"
"f","debbie","0.162338"
"f","lesli","0.007329"
"f","frida","0.016189"
"f","jonathan","0.009529"
"f","krysta","0.013688"
"f","jaslyn","0.014300"
"f","giana","0.018587"
"f","katelyn","0.200886"
"f","stephenie","0.009712"
"f","connie","0.127403"
"f","baby","0.012967"
"f","carley","0.023639"
"f","charity","0.037036"
"f","annmarie","0.018118"
"f","britney","0.054500"
"f","anika","0.018673"
"f","gabriel","0.012071"
"f","joellen","0.007457"
"f","emerson","0.035750"
"f","tiffanie","0.016104"
"f","symone","0.011975"
"f","cierra","0.054379"
"f","etta","0.008671"
"f","alayna","0.034521"
"f","latonia","0.015329"
"f","lenora","0.015838"
"f","kenna","0.014730"
"f","lenore","0.009886"
"f","cecilia","0.044618"
"f","kayleigh","0.042268"
"f","reva","0.006433"
"f","lesley","0.031612"
"f","hadley","0.023009"
"f","londyn","0.029467"
"f","tai","0.009000"
"f","camille","0.042234"
"f","brian","0.009314"
"f","camilla","0.011229"
"f","cristal","0.019618"
"f","fran","0.009180"
"f","yaretzi","0.021575"
"f","kiersten","0.025268"
"f","lisbeth","0.018900"
"f","lakeisha","0.029355"
"f","reece","0.013300"
"f","nanci","0.007067"
"f","lucinda","0.024146"
"f","tenika","0.008700"
"f","martine","0.011400"
"f","claire","0.086936"
"f","laurie","0.170494"
"f","martina","0.012907"
"f","nancy","0.257098"
"f","cinthia","0.009950"
"f","jolie","0.016147"
"f","yessenia","0.013782"
"f","clarissa","0.031862"
"f","evelynn","0.015000"
"f","kassandra","0.047497"
"f","audriana","0.010700"
"f","ivana","0.011217"
"f","joanne","0.071239"
"f","jaylin","0.019980"
"f","joanna","0.081886"
"f","shonda","0.018130"
"f","laylah","0.014600"
"f","charlene","0.068427"
"f","jacque","0.007000"
"f","aleta","0.006771"
"f","blake","0.010013"
"f","bridget","0.081780"
"f","jodi","0.102778"
"f","brook","0.013663"
"f","chanel","0.019112"
"f","lu","0.007600"
"f","kizzie","0.013350"
"f","reilly","0.016088"
"f","jody","0.071339"
"f","alexander","0.011829"
"f","carole","0.036867"
"f","valarie","0.020390"
"f","nyasia","0.013330"
"f","tatianna","0.012020"
"f","emerald","0.011558"
"f","kyleigh","0.031033"
"f","nathaly","0.015367"
"f","tisa","0.007900"
"f","daija","0.012333"
"f","krystina","0.015178"
"f","hollie","0.022426"
"f","michaela","0.055556"
"f","bette","0.006600"
"f","tracee","0.010440"
"f","arlene","0.028557"
"f","tarsha","0.012800"
"f","betty","0.083332"
"f","tracey","0.120981"
"f","darci","0.010027"
"f","edie","0.008167"
"f","marlee","0.016706"
"f","eula","0.006400"
"f","dixie","0.012542"
"f","sydni","0.015940"
"f","marlen","0.011750"
"f","lilah","0.030125"
"f","sandi","0.014022"
"f","breana","0.023765"
"f","breann","0.011825"
"f","zariah","0.020183"
"f","marley","0.032319"
"f","sandy","0.052924"
"f","alejandra","0.056592"
"f","dorothea","0.011673"
"f","nannette","0.011122"
"f","chyna","0.020150"
